<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Si;5;20260202;123000;78193;78222;78101;78149;6098
Si;5;20260202;123500;78143;78147;78035;78132;7068
Si;5;20260202;124000;78129;78152;78079;78099;4385
Si;5;20260202;124500;78100;78100;77962;77968;11516
Si;5;20260202;125000;77967;78095;77966;78088;5936
Si;5;20260202;125500;78087;78163;78017;78052;7656
Si;5;20260202;130000;78053;78096;78010;78061;7566
Si;5;20260202;130500;78061;78099;78046;78098;5172
Si;5;20260202;131000;78092;78108;78051;78055;4488
Si;5;20260202;131500;78053;78087;77973;77981;7346
Si;5;20260202;132000;77980;78009;77867;77874;13146
Si;5;20260202;132500;77872;77934;77850;77860;6782
Si;5;20260202;133000;77860;77877;77784;77808;9776
Si;5;20260202;133500;77804;77933;77786;77933;6360
Si;5;20260202;134000;77930;78082;77900;78050;10262
Si;5;20260202;134500;78051;78060;77933;77933;5655
Si;5;20260202;135000;77933;77938;77865;77914;6670
Si;5;20260202;135500;77913;77975;77838;77845;5454
Si;5;20260202;140500;77850;77850;77734;77754;12928
Si;5;20260202;141000;77753;77797;77734;77758;3460
Si;5;20260202;141500;77759;77807;77750;77784;4822
Si;5;20260202;142000;77784;78043;77767;77964;9962
Si;5;20260202;142500;77965;78040;77892;78010;15755
Si;5;20260202;143000;78009;78035;77945;77990;5772
Si;5;20260202;143500;77988;78066;77984;78056;4669
Si;5;20260202;144000;78056;78072;77965;77968;4805
Si;5;20260202;144500;77966;78068;77966;78028;3133
Si;5;20260202;145000;78030;78068;78007;78050;6675
Si;5;20260202;145500;78050;78084;78026;78058;7508
Si;5;20260202;150000;78054;78102;77994;78014;7123
Si;5;20260202;150500;78018;78074;77997;78028;3888
Si;5;20260202;151000;78026;78068;78016;78056;4246
Si;5;20260202;151500;78059;78061;78040;78043;3373
Si;5;20260202;152000;78043;78098;78043;78070;5500
Si;5;20260202;152500;78073;78082;77976;77976;3903
Si;5;20260202;153000;77975;78004;77918;77999;3067
Si;5;20260202;153500;78001;78001;77938;77983;2238
Si;5;20260202;154000;77983;78019;77945;77963;5586
Si;5;20260202;154500;77964;77989;77873;77911;10339
Si;5;20260202;155000;77911;77947;77907;77933;6268
Si;5;20260202;155500;77936;77974;77913;77914;5699
Si;5;20260202;160000;77919;77993;77843;77957;15251
Si;5;20260202;160500;77957;77963;77936;77963;7310
Si;5;20260202;161000;77963;77976;77900;77955;6158
Si;5;20260202;161500;77955;77967;77894;77929;11155
Si;5;20260202;162000;77929;77950;77887;77907;4539
Si;5;20260202;162500;77907;77920;77849;77885;7585
Si;5;20260202;163000;77885;77898;77779;77819;24701
Si;5;20260202;163500;77818;77900;77794;77874;26835
Si;5;20260202;164000;77874;77882;77804;77835;21163
Si;5;20260202;164500;77834;77834;77714;77777;30464
Si;5;20260202;165000;77777;77790;77736;77753;30951
Si;5;20260202;165500;77756;77760;77729;77731;29038
Si;5;20260202;170000;77729;77730;77603;77660;40310
Si;5;20260202;170500;77655;77743;77590;77694;31357
Si;5;20260202;171000;77701;77735;77637;77688;8474
Si;5;20260202;171500;77685;77730;77631;77680;7443
Si;5;20260202;172000;77681;77730;77660;77706;7282
Si;5;20260202;172500;77703;77715;77627;77643;4808
Si;5;20260202;173000;77645;77660;77611;77619;3617
Si;5;20260202;173500;77619;77620;77472;77578;14046
Si;5;20260202;174000;77576;77619;77559;77587;4427
Si;5;20260202;174500;77586;77586;77539;77566;4417
Si;5;20260202;175000;77565;77678;77560;77666;5617
Si;5;20260202;175500;77664;77722;77650;77660;4687
Si;5;20260202;180000;77659;77703;77649;77668;3652
Si;5;20260202;180500;77669;77728;77666;77698;3581
Si;5;20260202;181000;77696;77714;77659;77690;8117
Si;5;20260202;181500;77691;77691;77604;77604;5302
Si;5;20260202;182000;77605;77629;77559;77623;5332
Si;5;20260202;182500;77627;77668;77597;77640;5345
Si;5;20260202;183000;77640;77712;77627;77701;8630
Si;5;20260202;183500;77700;77708;77690;77696;3643
Si;5;20260202;184000;77696;77702;77682;77696;3911
Si;5;20260202;184500;77696;77699;77640;77642;3128
Si;5;20260202;190500;77600;77692;77600;77672;4816
Si;5;20260202;191000;77672;77674;77635;77652;1289
Si;5;20260202;191500;77653;77691;77647;77675;687
Si;5;20260202;192000;77677;77773;77677;77767;2218
Si;5;20260202;192500;77773;77774;77729;77743;985
Si;5;20260202;193000;77737;77771;77735;77771;1194
Si;5;20260202;193500;77770;77780;77728;77752;1393
Si;5;20260202;194000;77751;77754;77708;77718;833
Si;5;20260202;194500;77718;77739;77700;77736;699
Si;5;20260202;195000;77730;77774;77730;77770;440
Si;5;20260202;195500;77771;77776;77741;77747;463
Si;5;20260202;200000;77752;77783;77743;77774;510
Si;5;20260202;200500;77774;77790;77764;77783;466
Si;5;20260202;201000;77779;77780;77737;77779;635
Si;5;20260202;201500;77777;77786;77764;77782;343
Si;5;20260202;202000;77775;77789;77767;77776;361
Si;5;20260202;202500;77778;77778;77743;77766;344
Si;5;20260202;203000;77769;77778;77768;77768;274
Si;5;20260202;203500;77768;77778;77755;77762;232
Si;5;20260202;204000;77762;77782;77762;77781;124
Si;5;20260202;204500;77780;77781;77746;77759;413
Si;5;20260202;205000;77759;77768;77737;77737;365
Si;5;20260202;205500;77738;77748;77710;77710;596
Si;5;20260202;210000;77710;77725;77709;77724;355
Si;5;20260202;210500;77726;77741;77720;77737;404
Si;5;20260202;211000;77737;77799;77736;77789;1124
Si;5;20260202;211500;77789;77842;77784;77801;1879
Si;5;20260202;212000;77801;77821;77795;77805;449
Si;5;20260202;212500;77803;77817;77780;77797;858
Si;5;20260202;213000;77799;77834;77796;77833;821
Si;5;20260202;213500;77834;77842;77811;77814;407
Si;5;20260202;214000;77814;77838;77814;77823;418
Si;5;20260202;214500;77822;77829;77805;77806;215
Si;5;20260202;215000;77807;77811;77792;77797;434
Si;5;20260202;215500;77795;77796;77759;77769;448
Si;5;20260202;220000;77770;77791;77761;77782;242
Si;5;20260202;220500;77785;77798;77782;77789;136
Si;5;20260202;221000;77793;77797;77768;77769;178
Si;5;20260202;221500;77768;77796;77760;77793;178
Si;5;20260202;222000;77789;77797;77787;77796;79
Si;5;20260202;222500;77795;77808;77777;77804;229
Si;5;20260202;223000;77794;77810;77790;77800;143
Si;5;20260202;223500;77800;77811;77800;77806;96
Si;5;20260202;224000;77808;77817;77779;77812;711
Si;5;20260202;224500;77809;77812;77783;77790;199
Si;5;20260202;225000;77790;77796;77777;77786;291
Si;5;20260202;225500;77786;77787;77751;77758;550
Si;5;20260202;230000;77758;77758;77732;77744;738
Si;5;20260202;230500;77737;77745;77734;77734;216
Si;5;20260202;231000;77736;77756;77733;77749;299
Si;5;20260202;231500;77754;77758;77749;77749;154
Si;5;20260202;232000;77759;77783;77749;77780;212
Si;5;20260202;232500;77780;77800;77778;77796;124
Si;5;20260202;233000;77796;77796;77766;77780;332
Si;5;20260202;233500;77780;77817;77780;77809;406
Si;5;20260202;234000;77809;77835;77788;77794;452
Si;5;20260202;234500;77797;77834;77751;77783;981
Si;5;20260203;085500;77728;77728;77728;77728;150
Si;5;20260203;090000;77728;77838;77645;77652;4006
Si;5;20260203;090500;77652;77652;77614;77632;2887
Si;5;20260203;091000;77632;77671;77621;77634;2242
Si;5;20260203;091500;77633;77633;77575;77575;2822
Si;5;20260203;092000;77575;77623;77550;77575;2323
Si;5;20260203;092500;77575;77586;77560;77580;927
Si;5;20260203;093000;77579;77674;77575;77651;2235
Si;5;20260203;093500;77659;77680;77630;77630;729
Si;5;20260203;094000;77634;77682;77625;77671;843
Si;5;20260203;094500;77678;77681;77643;77646;1003
Si;5;20260203;095000;77650;77659;77613;77655;1121
Si;5;20260203;095500;77656;77726;77649;77676;2347
Si;5;20260203;100000;77671;77919;77640;77808;17044
Si;5;20260203;100500;77813;77847;77673;77705;10161
Si;5;20260203;101000;77699;78045;77660;77949;19298
Si;5;20260203;101500;77942;77976;77862;77922;11485
Si;5;20260203;102000;77930;77991;77881;77886;8562
Si;5;20260203;102500;77887;77889;77744;77850;12081
Si;5;20260203;103000;77848;77890;77811;77832;9865
Si;5;20260203;103500;77832;77870;77819;77848;6818
Si;5;20260203;104000;77848;77889;77842;77850;6260
Si;5;20260203;104500;77850;77894;77840;77889;12748
Si;5;20260203;105000;77889;77947;77844;77943;12275
Si;5;20260203;105500;77940;77972;77850;77868;17812
Si;5;20260203;110000;77868;77920;77745;77750;33322
Si;5;20260203;110500;77750;77841;77712;77727;37326
Si;5;20260203;111000;77727;77765;77706;77727;30824
Si;5;20260203;111500;77727;77733;77662;77666;33271
Si;5;20260203;112000;77667;77716;77659;77673;27419
Si;5;20260203;112500;77673;77706;77606;77652;31476
Si;5;20260203;113000;77651;77754;77640;77737;43580
Si;5;20260203;113500;77738;77798;77678;77687;22331
Si;5;20260203;114000;77686;77725;77676;77698;18740
Si;5;20260203;114500;77697;77783;77682;77778;20288
Si;5;20260203;115000;77783;77859;77779;77844;11939
Si;5;20260203;115500;77844;77921;77843;77893;14559
Si;5;20260203;120000;77894;77921;77886;77920;16189
Si;5;20260203;120500;77920;77921;77860;77914;13664
Si;5;20260203;121000;77914;77925;77798;77854;24420
Si;5;20260203;121500;77853;77961;77826;77934;11201
Si;5;20260203;122000;77934;77958;77751;77866;18708
Si;5;20260203;122500;77860;77897;77843;77872;6875
Si;5;20260203;123000;77878;77933;77859;77882;7068
Si;5;20260203;123500;77887;77933;77878;77900;6423
Si;5;20260203;124000;77900;77933;77836;77857;3787
Si;5;20260203;124500;77858;77877;77797;77819;4540
Si;5;20260203;125000;77819;77823;77755;77798;5471
Si;5;20260203;125500;77797;77873;77792;77834;2626
Si;5;20260203;130000;77835;77873;77832;77856;2910
Si;5;20260203;130500;77855;77861;77809;77815;3787
Si;5;20260203;131000;77824;77882;77819;77841;3738
Si;5;20260203;131500;77846;77900;77844;77897;5848
Si;5;20260203;132000;77898;77906;77840;77863;6301
Si;5;20260203;132500;77863;77874;77799;77866;8210
Si;5;20260203;133000;77866;77878;77829;77834;3335
Si;5;20260203;133500;77832;77857;77831;77855;2388
Si;5;20260203;134000;77856;77857;77799;77819;5646
Si;5;20260203;134500;77818;77861;77787;77818;9977
Si;5;20260203;135000;77821;77835;77788;77789;4820
Si;5;20260203;135500;77788;77823;77771;77807;6963
Si;5;20260203;140500;77807;77834;77699;77733;25310
Si;5;20260203;141000;77733;77735;77629;77643;30944
Si;5;20260203;141500;77643;77670;77602;77666;34093
Si;5;20260203;142000;77665;77748;77658;77730;21470
Si;5;20260203;142500;77730;77845;77720;77797;9321
Si;5;20260203;143000;77797;77820;77708;77772;5808
Si;5;20260203;143500;77773;77785;77742;77772;3026
Si;5;20260203;144000;77771;77812;77765;77787;3487
Si;5;20260203;144500;77787;77791;77749;77791;2791
Si;5;20260203;145000;77791;77844;77776;77783;7475
Si;5;20260203;145500;77781;77792;77702;77710;4344
Si;5;20260203;150000;77710;77792;77701;77788;4373
Si;5;20260203;150500;77787;77874;77787;77830;5578
Si;5;20260203;151000;77827;77853;77823;77830;3174
Si;5;20260203;151500;77830;77842;77804;77840;2029
Si;5;20260203;152000;77840;77863;77832;77856;2470
Si;5;20260203;152500;77857;77930;77857;77890;5516
Si;5;20260203;153000;77890;77908;77864;77882;3539
Si;5;20260203;153500;77882;77883;77780;77814;4162
Si;5;20260203;154000;77810;77821;77721;77812;3685
Si;5;20260203;154500;77810;77820;77779;77806;1834
Si;5;20260203;155000;77804;77865;77768;77818;4588
Si;5;20260203;155500;77815;77852;77808;77846;1970
Si;5;20260203;160000;77846;77879;77786;77864;4437
Si;5;20260203;160500;77874;77893;77836;77893;3081
Si;5;20260203;161000;77893;78102;77869;78052;25373
Si;5;20260203;161500;78053;78114;77994;78050;13704
Si;5;20260203;162000;78050;78140;78050;78116;15166
Si;5;20260203;162500;78115;78179;78094;78143;13306
Si;5;20260203;163000;78144;78177;78063;78091;8896
Si;5;20260203;163500;78096;78161;78079;78146;5624
Si;5;20260203;164000;78146;78152;78068;78090;5993
Si;5;20260203;164500;78091;78118;78081;78099;3212
Si;5;20260203;165000;78100;78104;78005;78025;3816
Si;5;20260203;165500;78026;78080;78010;78073;5491
Si;5;20260203;170000;78072;78119;78062;78068;3622
Si;5;20260203;170500;78068;78073;78012;78021;3007
Si;5;20260203;171000;78021;78060;78001;78023;3301
Si;5;20260203;171500;78022;78076;78006;78058;4945
Si;5;20260203;172000;78057;78074;78020;78041;2368
Si;5;20260203;172500;78042;78095;78007;78087;3259
Si;5;20260203;173000;78085;78120;78082;78106;3886
Si;5;20260203;173500;78105;78140;78091;78126;3735
Si;5;20260203;174000;78126;78133;78058;78095;3280
Si;5;20260203;174500;78090;78090;77974;78003;7312
Si;5;20260203;175000;78002;78071;77999;78061;3016
Si;5;20260203;175500;78061;78096;78052;78084;3308
Si;5;20260203;180000;78082;78129;78055;78094;6246
Si;5;20260203;180500;78093;78124;78082;78093;2997
Si;5;20260203;181000;78091;78107;78062;78071;3541
Si;5;20260203;181500;78070;78112;78065;78080;2504
Si;5;20260203;182000;78081;78123;78081;78122;2220
Si;5;20260203;182500;78122;78138;78096;78106;3444
Si;5;20260203;183000;78110;78123;78093;78101;1806
Si;5;20260203;183500;78105;78125;78099;78109;1676
Si;5;20260203;184000;78107;78135;78102;78116;3036
Si;5;20260203;184500;78116;78122;78047;78062;4584
Si;5;20260203;190500;78100;78116;78049;78099;4239
